,x,y,prop
123,-5,8,2.1821194457813737
124,-5,9,1.6081600387632633
125,-5,10,1.341964328139902
126,-4,-10,2.545372540125907
127,-4,-9,3.644355472384252
128,-4,-8,3.332017879536229
129,-4,-7,3.0834440138114383
130,-4,-6,2.6669735048417853
131,-4,-5,2.5541403183144107
132,-4,-4,2.454443848844372
133,-4,-3,2.373988217745024
134,-4,-2,2.396091847214558
135,-4,-1,2.264363348085546
136,-4,0,2.4011936969248437
137,-4,1,2.255321391584324
138,-4,2,2.304005313534643
139,-4,3,2.3031318466117554
140,-4,4,2.252279884843126
141,-4,5,2.6035972443741975
142,-4,6,4.200970436537386
143,-4,7,2.5878059371330875
144,-4,8,2.6208689890809604
145,-4,9,2.8111072222540554
146,-4,10,1.3726232505415197
147,-3,-10,3.668730198485406
148,-3,-9,3.5135572912043784
149,-3,-8,3.222858939875433
150,-3,-7,2.840455258802528
151,-3,-6,2.600062181957598
152,-3,-5,2.6666538172334686
153,-3,-4,2.4586656542746654
154,-3,-3,2.4086365319474723
155,-3,-2,2.0282579471056743
156,-3,-1,2.0511094360610924
157,-3,0,1.986304920181527
158,-3,1,1.7952230397606093
159,-3,2,1.896590918422347
160,-3,3,1.837967217914813
161,-3,4,1.814303376187972
162,-3,5,2.2047665874651123
163,-3,6,2.9680347737087427
164,-3,7,3.1879493642298984
165,-3,8,2.287734223584682
166,-3,9,2.30824445243257
167,-3,10,2.8749104482207866
168,-2,-10,3.5299312918877983
169,-2,-9,3.160652212478253
170,-2,-8,2.877335512228691
171,-2,-7,2.7476622347608446
172,-2,-6,2.781548928053058
173,-2,-5,2.6358062230954187
174,-2,-4,2.627804573767705
175,-2,-3,2.6211740188305703
176,-2,-2,2.710910118142115
177,-2,-1,2.6022176848847107
178,-2,0,2.5987165326661663
179,-2,1,2.35605556212867
180,-2,2,2.301639940810445
181,-2,3,2.163983882435829
182,-2,4,2.017455245094597
183,-2,5,2.2258306298833697
184,-2,6,2.267115989934643
185,-2,7,3.1887023808124866
186,-2,8,2.287734223584682
187,-2,9,2.287734223584682
188,-2,10,2.7336768211388067
189,-1,-10,2.716627502917646
190,-1,-9,2.642881419241346
191,-1,-8,2.6511274461115857
192,-1,-7,2.7100471481550534
193,-1,-6,2.6899360797713676
194,-1,-5,2.694473525785605
195,-1,-4,2.81960255139952
196,-1,-3,2.803169002662537
197,-1,-2,2.7323892372968515
198,-1,-1,2.803169002662537
199,-1,0,2.802093836955984
200,-1,1,2.820915145442026
201,-1,2,2.71832962974659
202,-1,3,2.695833507801423
203,-1,4,2.5903063747503308
204,-1,5,2.8599001602131775
205,-1,6,2.8017051318648476
206,-1,7,2.971406431735807
207,-1,8,2.3075712035252964
208,-1,9,2.274676177398233
209,-1,10,1.8182755317313684
210,0,-10,2.5927755955099228
211,0,-9,2.574074804014834
212,0,-8,2.669003806308537
213,0,-7,2.683518841167459
214,0,-6,2.706582944841577
215,0,-5,2.683518841167459
216,0,-4,2.8385588853453796
217,0,-3,2.696999354614009
218,0,-2,2.767779119979694
219,0,-1,2.7323892372968515
220,0,0,2.730238905883746
221,0,1,2.6641636915570297
222,0,2,2.741240839506142
223,0,3,2.7726758463752925
224,0,4,2.786020558713856
225,0,5,2.85887215768753
226,0,6,2.7911812287202644
227,0,7,3.0434395622443535
228,0,8,2.67572993017112
229,0,9,2.2968281962055523
230,0,10,1.6109617286332212
231,1,-10,2.579014272464621
232,1,-9,2.5849162500719753
233,1,-8,2.6616094719311665
234,1,-7,2.6616094719311665
235,1,-6,2.6737188909871383
236,1,-5,2.696999354614009
237,1,-4,2.873948768028222
238,1,-3,2.696999354614009
239,1,-2,2.767779119979694
240,1,-1,2.767779119979694
241,1,0,2.8385588853453796
242,1,1,2.888659459656934
243,1,2,2.733293484437063
244,1,3,2.806521310858925
245,1,4,2.9419031687934556
246,1,5,2.8403667753425577
247,1,6,2.9080577043098232
248,1,7,2.9757486332770884
249,1,8,2.8787497066304786
250,1,9,2.338707518832544
251,1,10,1.6483461058585422
252,2,-10,2.7975159125340228
253,2,-9,2.614881264500442
254,2,-8,2.6616094719311665
255,2,-7,2.6616094719311665
256,2,-6,2.6616094719311665
257,2,-5,2.7323892372968515
258,2,-4,2.767779119979694
259,2,-3,2.803169002662537
260,2,-2,2.8385588853453796
261,2,-1,2.909338650711064
262,2,0,2.909338650711064
263,2,1,2.95910957579185
264,2,2,2.760232615694649
265,2,3,2.9419031687934556
266,2,4,2.8403667753425577
267,2,5,3.009594097760721
268,2,6,2.8742122398261905
269,2,7,2.9757486332770884
270,2,8,2.8122486309744352
271,2,9,2.364229121771252
272,2,10,1.2785504974266182
273,3,-10,2.678087890196244
274,3,-9,2.916178506676847
275,3,-8,2.660817979048735
276,3,-7,2.6616094719311665
277,3,-6,2.6616094719311665
278,3,-5,2.6616094719311665
279,3,-4,2.6616094719311665
280,3,-3,2.6616094719311665
281,3,-2,2.873948768028222
282,3,-1,2.944728533393907
283,3,0,2.767483182842077
284,3,1,2.8311975500148954
285,3,2,2.9093296142194585
286,3,3,3.0079017109927024
287,3,4,2.9757486332770884
288,3,5,3.041747175476335
289,3,6,2.8742122398261905
290,3,7,3.009594097760721
291,3,8,2.856010481306462
292,3,9,2.239662069060456
293,3,10,1.299344193598805
294,4,-10,2.6521951610199803
295,4,-9,3.065777447638203
296,4,-8,2.6872390053363597
297,4,-7,2.658918396130899
298,4,-6,2.661292874778194
299,4,-5,2.6901059174900324
300,4,-4,2.6901059174900324
301,4,-3,2.6616094719311665
302,4,-2,2.802873065524919
303,4,-1,2.767631151410886
304,4,0,2.767483182842077
305,4,1,2.730887021930449
306,4,2,2.851382007965378
307,4,3,2.9402107820254373
308,4,4,3.006209324224684
309,4,5,2.9757486332770884
310,4,6,3.144975955695252
311,4,7,3.280357813629782
312,4,8,3.2621560551100544
313,4,9,1.383485750039684
314,4,10,1.3917046781024844
315,5,-10,2.359447021921479
316,5,-9,2.359447021921479
317,5,-8,3.37902019115225
318,5,-7,2.9891391654019346
319,5,-6,2.653852841683338
320,5,-5,2.6609762776252217
321,5,-4,2.6616094719311665
322,5,-3,2.6815306576230493
323,5,-2,2.6616094719311665
324,5,-1,2.7411462461298903
325,5,0,2.755875100276806
326,5,1,2.6956676374947306
327,5,2,2.777898704371418
328,5,3,2.880979516021526
329,5,4,3.0282080813321866
330,5,5,3.141591182159215
331,5,6,3.4783534402275227
332,5,7,3.5172760650152113
333,5,8,3.3915860994357656
334,5,9,1.451639883671982
335,5,10,1.4627768048306098
336,6,-10,2.359447021921479
337,6,-9,2.359447021921479
338,6,-8,2.359447021921479
339,6,-7,3.061819649613789
340,6,-6,3.475533867729804
341,6,-5,2.6536945431068517
342,6,-4,2.653852841683338
343,6,-3,2.659234993283872
344,6,-2,2.718602363048898
345,6,-1,2.8295542173332144
346,6,0,2.820978957466232
347,6,1,3.109964553822741
348,6,2,2.8880113407586494
349,6,3,2.7202118565667166
350,6,4,2.9334389640766245
351,6,5,3.4343536551357783
352,6,6,3.850222395948424
353,6,7,3.961050802809317
354,6,8,1.473729957683035
355,6,9,1.4704305282303012
356,6,10,1.464816545901514
357,7,-10,2.430904807183834
358,7,-9,2.1895964305924993
359,7,-8,2.359447021921479
360,7,-7,2.359447021921479
361,7,-6,3.3795172419508464
362,7,-5,3.365183272721652
363,7,-4,2.6536945431068517
364,7,-3,2.6536945431068517
365,7,-2,2.6536945431068517
366,7,-1,2.73997537266588
367,7,0,2.9369008972809736
368,7,1,3.2631058104759028
369,7,2,3.450064440776955
370,7,3,3.4297203612014453
371,7,4,2.878987339797969
372,7,5,3.480873635688705
373,7,6,3.917881097287475
374,7,7,1.475620627658221
375,7,8,1.4778016904913678
376,7,9,1.4740122861325256
377,7,10,1.4743273977950566
378,8,-10,2.300268461311838
379,8,-9,2.4503708263776964
380,8,-8,4.3488910960768
381,8,-7,2.1897007015289898
382,8,-6,3.2205763320191396
383,8,-5,3.33117916042497
384,8,-4,3.33117916042497
385,8,-3,2.6402520943912497
386,8,-2,2.716900911939797
387,8,-1,2.7683046968301266
388,8,0,3.167623128976211
389,8,1,3.7823433037455927
390,8,2,3.712159441300353
391,8,3,3.5775260236545914
392,8,4,3.5579337547900924
393,8,5,3.5683010556481225
394,8,6,1.4771961859708764
395,8,7,1.4765659626458143
396,8,8,1.4796923604665542
397,8,9,1.480322583791616
398,8,10,1.4771220295571643
399,9,-10,2.2717709318727324
400,9,-9,2.381900459023823
401,9,-8,4.3488910960768
402,9,-7,4.3488910960768
403,9,-6,3.2602195217196175
404,9,-5,3.3055798739881808
405,9,-4,3.33117916042497
406,9,-3,3.33117916042497
407,9,-2,3.246539415185108
408,9,-1,2.632301762515309
409,9,0,2.888753034053486
410,9,1,3.9111616939006506
411,9,2,4.086431749874451
412,9,3,4.066576397561301
413,9,4,3.779245141494709
414,9,5,2.5768874564498763
415,9,6,1.4797170792711247
416,9,7,1.481607749246311
417,9,8,1.4819228609088415
418,9,9,1.502697112256706
419,9,10,1.807549659651132
420,10,-10,2.7293652880836174
421,10,-9,2.2064228904195646
422,10,-8,4.344462489130256
423,10,-7,4.3488910960768
424,10,-6,4.2712657996805525
425,10,-5,3.2739758126772456
426,10,-4,3.350002330982207
427,10,-3,3.33117916042497
428,10,-2,3.33117916042497
429,10,-1,3.33117916042497
430,10,0,3.0932347660229196
431,10,1,3.9111616939006506
432,10,2,3.9695850458919177
433,10,3,4.086431749874451
434,10,4,3.9822513943158264
435,10,5,1.4857242695107913
436,10,6,1.481607749246311
437,10,7,1.4872998278234464
438,10,8,1.806687097999815
439,10,9,1.8263397468920208
440,10,10,1.871076504129874
