,x,y,prop
294,-16,-30,1.8808401376431565
295,-16,-29,1.1736655081942071
296,-16,-28,1.432855360273688
297,-16,-27,1.4183065416567135
298,-16,-26,1.392716163134483
299,-16,-25,1.3495531341968197
300,-16,-24,1.3495531341968197
301,-16,-23,1.3893041126648529
302,-16,-22,1.18267069979371
303,-16,-21,1.2359050876226283
304,-16,-20,1.2327530184003626
305,-16,-19,1.2749478020972007
306,-16,-18,1.127372487479076
307,-16,-17,1.15166411576878
308,-16,-16,1.0437423406844102
309,-16,-15,1.1047338663843926
310,-16,-14,0.8466471589364637
311,-16,-13,0.6401777929781208
312,-16,-12,0.6426251219930394
313,-16,-11,3.1144846029174063
314,-16,-10,3.0891846933786993
315,-15,-30,1.9976165171187796
316,-15,-29,1.9976165171187796
317,-15,-28,0.5875311707084696
318,-15,-27,1.057105233086301
319,-15,-26,1.472899349170805
320,-15,-25,1.396128213604114
321,-15,-24,1.3893041126648529
322,-15,-23,1.3715279521046702
323,-15,-22,1.3893041126648529
324,-15,-21,1.3150474012018565
325,-15,-20,1.2669808970440586
326,-15,-19,1.3108531710578095
327,-15,-18,1.2862920772662152
328,-15,-17,1.132975075680391
329,-15,-16,0.959315354458436
330,-15,-15,0.8372729747260672
331,-15,-14,0.3164124677250112
332,-15,-13,0.2788564025510206
333,-15,-12,0.4345299306242094
334,-15,-11,3.007607138223126
335,-15,-10,2.9830212925614825
336,-14,-30,1.9976165171187796
337,-14,-29,1.9976165171187796
338,-14,-28,1.9976165171187796
339,-14,-27,1.0262243895916772
340,-14,-26,0.45173002817329
341,-14,-25,1.4746053744056198
342,-14,-24,1.472899349170805
343,-14,-23,1.4148944911870829
344,-14,-22,1.3098021557287862
345,-14,-21,1.2251200102755408
346,-14,-20,1.2470948281833911
347,-14,-19,1.0374305512169104
348,-14,-18,1.167272907385257
349,-14,-17,1.269138060060759
350,-14,-16,0.9875565637544343
351,-14,-15,0.339907256583407
352,-14,-14,-0.2519948497931624
353,-14,-13,-0.3799574438961904
354,-14,-12,2.9779071455389823
355,-14,-11,2.9769995216511393
356,-14,-10,2.988722116554515
357,-13,-30,0.2227606063197479
358,-13,-29,1.4471434309120332
359,-13,-28,1.9976165171187796
360,-13,-27,1.9976165171187796
361,-13,-26,0.5858587386411948
362,-13,-25,0.5921769466921725
363,-13,-24,1.4746053744056198
364,-13,-23,1.4746053744056198
365,-13,-22,1.4746053744056198
366,-13,-21,1.3468223128274437
367,-13,-20,1.173304069568994
368,-13,-19,1.015036661123224
369,-13,-18,0.7545732835963892
370,-13,-17,0.7364746219057737
371,-13,-16,1.0281835460760194
372,-13,-15,0.1791943460763947
373,-13,-14,-0.3530086851980573
374,-13,-13,2.9761165388476742
375,-13,-12,2.973378836312254
376,-13,-11,2.9791624450162573
377,-13,-10,2.978864010567706
378,-12,-30,0.9630106944315544
379,-12,-29,1.1472241181311176
380,-12,-28,-1.5295889434458854
381,-12,-27,2.2463943081170235
382,-12,-26,0.7115757773100458
383,-12,-25,0.6522889032985679
384,-12,-24,0.6522889032985679
385,-12,-23,1.479415430417439
386,-12,-22,1.3914881096254572
387,-12,-21,1.4117230525227722
388,-12,-20,0.8495036620686056
389,-12,-19,-0.099224017532843
390,-12,-18,0.1796227099054792
391,-12,-17,0.5493208401863215
392,-12,-16,0.5709837429456409
393,-12,-15,0.5414037006978881
394,-12,-14,2.9746243666049166
395,-12,-13,2.9752212355020196
396,-12,-12,2.971588229620945
397,-12,-11,2.970991360723843
398,-12,-10,2.9726783824182377
399,-11,-30,1.1272797506454564
400,-11,-29,1.2428823979447703
401,-11,-28,-1.5295889434458854
402,-11,-27,-1.5295889434458854
403,-11,-26,0.0679496076526119
404,-11,-25,0.5893878560663369
405,-11,-24,0.6522889032985679
406,-11,-23,0.6522889032985679
407,-11,-22,0.769679991885107
408,-11,-21,1.6272258654696463
409,-11,-20,1.229365273446884
410,-11,-19,-0.3307896764660235
411,-11,-18,-0.5982448107368077
412,-11,-17,-0.5531031877517132
413,-11,-16,0.0783137667663127
414,-11,-15,1.7026185029580845
415,-11,-14,2.9722368910165056
416,-11,-13,2.970446284325197
417,-11,-12,2.970147849876646
418,-11,-11,2.912941459281144
419,-11,-10,2.5441714213943594
420,-10,-30,0.6417637589898376
421,-10,-29,1.4881177719791614
422,-10,-28,-1.5677754342398302
423,-10,-27,-1.5295889434458854
424,-10,-26,-1.3897483764302805
425,-10,-25,0.0725414450595182
426,-10,-24,0.5464414539459519
427,-10,-23,0.6522889032985679
428,-10,-22,0.6522889032985679
429,-10,-21,0.6522889032985679
430,-10,-20,0.9173342834643026
431,-10,-19,-0.3307896764660235
432,-10,-18,-0.4199413878896182
433,-10,-17,-0.5982448107368077
434,-10,-16,-0.4555091043122695
435,-10,-15,2.94831132139757
436,-10,-14,2.970446284325197
437,-10,-13,2.946819149154812
438,-10,-12,2.2280689948278276
439,-10,-11,2.540065742552772
440,-10,-10,2.309296462109075
