SMILES,SELFIES,logP,qed,SAS,objective
CCOc1ccc2nc(C(=O)NCc3cc(F)cc(F)c3)cn2n1,[C][C][O][C][C][=C][C][=N][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][=C][N][Ring1][P][N][=Ring2][Ring1][Branch1],2.3362,0.7785674098303433,2.455728957836172,1.4371080913155447
CN(C)c1ccccc1NC(=O)C1CC1c1ccco1,[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][=C][C][=C][O][Ring1][Branch1],3.087800000000001,0.9282318217478316,2.9485808525336417,1.6925782562055165
O=C(NCCCN1CCOCC1)c1ccc(N2CCCCC2=O)cc1,[O][=C][Branch1][=N][N][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch2][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=C][Ring1][=N],1.6555999999999995,0.7967104039660908,1.99990855967506,1.983643460155394
CCCn1nnnc1Cn1c(C(F)(F)F)ccc(C(N)=O)c1=O,[C][C][C][N][N][=N][N][=C][Ring1][Branch1][C][N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][=N][=O],0.4108000000000001,0.8539437968544188,2.719080715901873,1.5506382683702213
Cn1cc(C(=O)Nc2ccc(Cl)c(C(=O)NC3CC3)c2)ccc1=O,[C][N][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][O][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][=C][Ring1][=N][C][=C][C][Ring2][Ring1][=Branch1][=O],2.1832000000000003,0.8909146813014284,2.022276160633375,2.432297245873767
C#CCNC(=O)c1cc(-c2cccs2)nn1-c1ccccc1,[C][#C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][=N][N][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],2.963800000000001,0.753326020343626,2.313712059109834,1.4529180426082955
O=C(Nc1cccnc1)c1cc(-c2cccnc2)[nH]n1,[O][=C][Branch1][#Branch2][N][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][NH1][N][=Ring1][O],2.1189999999999998,0.7593766399996004,2.197191675443589,1.5996915245544128
Cc1nc(C(=O)NCc2sccc2C)cs1,[C][C][=N][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][S][C][=C][C][=Ring1][Branch1][C][=C][S][Ring1][#C],2.751440000000001,0.9123230510502678,2.29903155227141,2.2625837029799287
Cc1ccc(-c2cnc(CCC(=O)NC(C)c3cccnc3)o2)cc1C,[C][C][=C][C][=C][Branch2][Ring1][#C][C][=C][N][=C][Branch2][Ring1][Ring2][C][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][N][=C][Ring1][=Branch1][O][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2][C],4.163440000000003,0.7252959866792938,2.653798464748924,0.9726814686475453
CCOC(=O)C1CCCN(C(=O)c2cn[nH]c2C)C1,[C][C][O][C][=Branch1][C][=O][C][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][C][=N][NH1][C][=Ring1][Branch1][C][C][Ring1][=C],1.1334199999999996,0.8313276435401858,2.6606550623393765,1.4959831553615528
COc1cccc(S(=O)(=O)CC(=O)N(C)C2CC2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][Ring1][Ring1][=C][Ring1][P],1.0896999999999997,0.8112057540853185,2.14191591185031,1.9141128585762823
C=CCNC(=O)Nc1cnn(C2CCOCC2)c1,[C][=C][C][N][C][=Branch1][C][=O][N][C][C][=N][N][Branch1][=Branch2][C][C][C][O][C][C][Ring1][=Branch1][C][=Ring1][O],1.5421,0.7964369775271593,2.623592349068838,1.358592538566958
CC(C)c1ncc(Cl)c(C(=O)NCCc2ccco2)n1,[C][C][Branch1][C][C][C][=N][C][=C][Branch1][C][Cl][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][O][Ring1][Branch1][=N][Ring1][P],2.818900000000001,0.9202102790182932,2.3376798063804483,2.263371588711018
COc1ccc(-c2cc(CNC(=O)c3ccco3)no2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=C][C][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][=N][O][Ring1][=C][C][=C][Ring2][Ring1][Ring2],2.8732000000000006,0.783339782480148,2.0411029244944494,1.8755959879062907
CCc1cccc(CC)c1NC(=O)Cn1ncc2ccccc2c1=O,[C][C][C][=C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][N][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O],3.160000000000001,0.7788189166262037,2.082434334768191,1.8116602483628275
O=C(CNc1ccc(-n2cncn2)cc1)NC1CCCCCC1,[O][=C][Branch2][Ring1][Ring2][C][N][C][=C][C][=C][Branch1][Branch2][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring1][O][N][C][C][C][C][C][C][C][Ring1][#Branch1],2.5182,0.8321036985249579,2.11022913948967,2.0502893531351196
CC(N)C(=O)c1ccc(S(=O)(=O)C2CCCC2)cc1,[C][C][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C],1.9328,0.8554662706765962,2.634004381307781,1.6433269720752
Cc1ccccc1C(=O)NCC1CN(Cc2ccccc2)CCO1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][O][Ring1][=N],2.625820000000001,0.9191483599987474,2.2724385122720143,2.323303287721723
CC(=O)N1CCN(S(=O)(=O)c2cccc(C#N)c2)CC1,[C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][C][C][Ring1][P],0.4110799999999999,0.7906441881811845,1.9871065646222077,1.9661143762837152
O=C(CCn1cncn1)NCc1ncc(-c2ccccc2)o1,[O][=C][Branch1][#Branch2][C][C][N][C][=N][C][=N][Ring1][Branch1][N][C][C][=N][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][O],1.6395999999999995,0.7472043446705507,2.272111522867231,1.4639102004855227
CCc1noc(CCCC(=O)Nc2c[nH]nc2C)n1,[C][C][C][=N][O][C][Branch1][P][C][C][C][C][=Branch1][C][=O][N][C][=C][NH1][N][=C][Ring1][Branch1][C][=N][Ring1][P],1.6249199999999997,0.8251091847993204,2.854692533268107,1.2708533907284947
CCCCCCNC(=O)c1onc(-c2ccccc2)c1N,[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][O][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][O][N],3.233900000000001,0.7659536191060712,2.1956513127398622,1.6341167827904934
CS(=O)(=O)N1CCN(C(=O)Cn2ccc(C(F)(F)F)n2)CC1,[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][Ring1][=Branch2][C][C][Ring2][Ring1][C],0.0057000000000002,0.7765605724241915,2.408529354579194,1.4742735075417635
COC(=O)CCN(C)S(=O)(=O)N1CCCC1,[C][O][C][=Branch1][C][=O][C][C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],-0.1780999999999994,0.63493423177692,2.2014332696238235,0.9732378892607763
Cn1c2ccccc2n2c(=O)n(CC(=O)Nc3ccc(F)cc3)nc12,[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][Branch2][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][=C][Ring2][Ring1][Branch2][Ring1][P],1.7654999999999996,0.6181236939012359,2.206353511366242,0.8842649581399376
COc1cc(Cl)ccc1CNC(=O)N1CCCC(O)C1,[C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][N][C][=Branch1][C][=O][N][C][C][C][C][Branch1][C][O][C][Ring1][#Branch1],2.0149,0.8972300078328844,2.483973811365741,2.002176227798681
Cc1ccc(NC(=O)C(C)OCC(F)(F)F)cc1S(C)(=O)=O,[C][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][Branch1][C][C][O][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][P][S][Branch1][C][C][=Branch1][C][=O][=O],2.3044200000000004,0.8934052403999763,2.7008045657579363,1.7662216362419452
CCN(Cc1ccco1)C(=O)Nc1ccccc1SC,[C][C][N][Branch1][=Branch2][C][C][=C][C][=C][O][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C],4.055500000000003,0.8447426747997906,2.132109317658644,2.0916040563403087
CNS(=O)(=O)c1cc(C(=O)C2CC2)ccc1OC,[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][=C][C][=C][Ring1][O][O][C],1.196,0.8150903485806946,1.9930644644534536,2.0823872784500193
COc1ccc(-c2cc(C(=O)NCc3ccncc3)n[nH]2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][=C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][NH1][Ring1][#C][C][=C][Ring2][Ring1][Branch1],2.4103000000000003,0.7583109112270578,2.049121862526073,1.7424326936092163
COC(=O)CCC(=O)N1CCNC(=O)C1c1ccccc1,[C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.6393,0.8256830737643029,2.576689324989077,1.551726043832438
O=C(c1ccc(O)c(Cl)c1)N1CCN(Cc2ccccn2)CC1,[O][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=N],2.3986,0.9380019228514356,1.946569143603204,2.743440470653974
O=C(NCCn1cccc1)c1ccc(OCC(F)F)nc1,[O][=C][Branch1][O][N][C][C][N][C][=C][C][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch2][O][C][C][Branch1][C][F][F][N][=C][Ring1][O],1.957,0.8492378834099624,2.5098643896629387,1.736325027386873
O=C(Cn1cccn1)Nc1cccc2cccnc12,[O][=C][Branch1][=Branch2][C][N][C][=C][C][=N][Ring1][Branch1][N][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1],2.0700000000000003,0.7758845236067154,2.0081146028651773,1.8713080151683998
CC(C)C(=O)NC1CCN(C(=O)c2nc3c(F)cccc3s2)C1,[C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=N][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][S][Ring1][#Branch2][C][Ring1][P],2.4221000000000004,0.9369048710891108,2.835933468893192,1.8485908865523615
O=C(NCCCOCC1CCCO1)c1cc(F)cc2[nH]cnc12,[O][=C][Branch1][=C][N][C][C][C][O][C][C][C][C][C][O][Ring1][Branch1][C][=C][C][Branch1][C][F][=C][C][NH1][C][=N][C][Ring1][#Branch2][=Ring1][Branch1],2.0175,0.7650586803866783,2.9638713169127104,0.8614220850206813
CCC(Cn1c(=O)oc2ccccc21)NC(=O)C1CCCC1,[C][C][C][Branch2][Ring1][C][C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1],2.679500000000001,0.9232419376695294,2.7165033511830394,1.8997063371646075
CC1CCc2sc3ncn4nc(-c5ccncc5)nc4c3c2C1,[C][C][C][C][C][S][C][N][=C][N][N][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=C][Ring1][O][C][=Ring1][#C][C][=Ring2][Ring1][C][C][Ring2][Ring1][=Branch1],3.525800000000002,0.538049160644768,3.063346237558351,-0.37310043433451057
CS(=O)(=O)N1CCN(CCc2ccccn2)CC1,[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][=C],0.2012999999999993,0.7834609013376516,1.991826285720423,1.9254782209678347
COC(=O)c1n[nH]c2ccc(NC(=O)c3cccc(C)n3)cc12,[C][O][C][=Branch1][C][=O][C][=N][NH1][C][=C][C][=C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][C][=C][Ring2][Ring1][Ring1][Ring1][S],2.3052200000000003,0.7234961955948181,2.1921719623229468,1.4253090156511439
COC(C(=O)NCCNC(=O)c1ccc(O)cc1)c1ccccc1,[C][O][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.6259,0.6741846681029117,2.339383386221595,1.0315399542929633
Cc1ccc(S(=O)(=O)Nc2cccc(-c3csc(C)n3)c2)cc1,[C][C][=C][C][=C][Branch2][Ring1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][O][C][=C][S][C][Branch1][C][C][=N][Ring1][=Branch1][=C][Ring1][N][C][=C][Ring2][Ring1][=Branch1],4.2277400000000025,0.7704130245499613,1.8965075836247216,1.9555575391250848
C=CCn1nc2c(C)c(C)nc(-c3cccnc3)n2c1=O,[C][=C][C][N][N][=C][C][Branch1][C][C][=C][Branch1][C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Ring1][=C][C][Ring1][P][=O],1.7558399999999996,0.6860912127412964,2.7714655239523776,0.6589905397541043
O=C(NCc1nc(Cc2ccccc2)no1)c1ccc[nH]c1=O,[O][=C][Branch2][Ring1][Branch1][N][C][C][=N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][N][C][=C][C][=C][NH1][C][Ring1][=Branch1][=O],1.2787,0.7389995755212442,2.209255731642031,1.4857421459641897
Cc1cc(C)c(C(=O)CCCC(=O)NCC2CCCO2)c(C)c1,[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][O][Ring1][Branch1][C][Branch1][C][C][=C][Ring2][Ring1][=Branch1],3.260060000000002,0.7853852861984126,2.624214959277808,1.3027114717142552
Nc1nccnc1C(=O)Nc1ccc(Cl)cc1C(=O)NCC1CC1,[N][C][=N][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Ring1],2.1043,0.7682827860252807,2.1890008866536235,1.6524130434727797
Cc1ccc(-c2nc(CNc3ccc4nnc(C)n4n3)co2)cc1,[C][C][=C][C][=C][Branch2][Ring1][=N][C][=N][C][Branch2][Ring1][Ring1][C][N][C][C][=C][C][=N][N][=C][Branch1][C][C][N][Ring1][=Branch1][N][=Ring1][#Branch2][=C][O][Ring1][P][C][=C][Ring2][Ring1][#Branch1],3.0082400000000007,0.6223236147781254,2.491104891902106,0.620513181988521
O=C(C1CCCN1c1nc2ccccc2o1)N1CCc2ccccc21,[O][=C][Branch2][Ring1][Branch1][C][C][C][C][N][Ring1][Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],3.385900000000002,0.7212318059250604,2.7808185482602408,0.8253404813650613
CN(C)S(=O)(=O)NCc1ccc(Cn2ccnc2)cc1,[C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring1][N],0.8273999999999995,0.8577663455109943,2.2433726635233064,2.0454590640316646
COCC(=O)NCCc1c[nH]c2ccc(OC)cc12,[C][O][C][C][=Branch1][C][=O][N][C][C][C][=C][NH1][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][O][Ring1][Branch2],1.4815999999999996,0.828551599150506,1.9737797127552863,2.1689782829972435
COc1cc(-c2cscc2N)cc(OC)c1OC,[C][O][C][=C][C][Branch1][=Branch2][C][=C][S][C][=C][Ring1][Branch1][N][=C][C][Branch1][Ring1][O][C][=C][Ring1][=C][O][C],3.023100000000001,0.9228649926055472,2.3258557336842216,2.288469229343514
CC(C)N(C)C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,[C][C][Branch1][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][O][N][=Ring1][=C],2.550700000000001,0.8680715309953654,2.3614879489849727,1.9788697059918539
Cc1csc(NC(=O)N2CCC(c3nc4ccccc4o3)CC2)n1,[C][C][=C][S][C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][C][C][Ring1][#C][=N][Ring2][Ring1][#Branch1],4.004220000000002,0.7638129376354147,2.317772803990019,1.5012918841870544
COC(=O)CN(C(=O)CSc1ccc(C#N)cc1)C1CCOCC1,[C][O][C][=Branch1][C][=O][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C][C][O][C][C][Ring1][=Branch1],1.83098,0.5763387230024142,2.4517604057999733,0.42993320921209754
CC(C)COc1ccccc1-c1cc(N)c(=O)n(C)n1,[C][C][Branch1][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Branch1][C][N][C][=Branch1][C][=O][N][Branch1][C][C][N][=Ring1][=Branch2],2.0643,0.9253584274565262,2.2544405506361933,2.3723515866464373
CCc1ccc(NC(=O)NCc2c(C)nn(CC)c2C)cc1,[C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][Branch2][C][C][=C][Ring2][Ring1][Ring2],3.403940000000002,0.8887630929116201,1.9964113773633017,2.4474040871947995
Cc1ccc(OC2CCN(C(=O)Cn3cccn3)CC2)nn1,[C][C][=C][C][=C][Branch2][Ring1][Branch2][O][C][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][N][C][=C][C][=N][Ring1][Branch1][C][C][Ring1][=C][N][=N][Ring2][Ring1][Branch1],1.05152,0.8437624814047632,2.501905087955988,1.7169073190678281
O=C(c1ccc(NC2CC2)nc1)N(CC1CCCCC1)C1CC1,[O][=C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][N][=C][Ring1][#Branch2][N][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][Ring1][Ring1],3.8408000000000015,0.8676125672806482,2.2987104023444638,2.039352434058777
CCCOC(=O)c1cc(N)c(N(C)C)c(Cl)c1,[C][C][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][N][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][C][Cl][=C][Ring1][O],2.5550000000000006,0.6645018319206536,2.353457351071325,0.9690518085319431
CCOC(=O)Cc1csc(N2CCOCC2)n1,[C][C][O][C][=Branch1][C][=O][C][C][=C][S][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring1][O],1.0853000000000002,0.7546676137966027,2.19225841857525,1.581079650407764
CC(C)(C(=O)N1CCN(C(=O)C2CCC(=O)N2)CC1)c1ccccc1,[C][C][Branch1][C][C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][Ring1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.9136000000000012,0.8869936621344622,2.7560323290740243,1.6789359815982863
COCc1nc(-c2cc(OC)ccc2OC)sc1C(C)=O,[C][O][C][C][N][=C][Branch1][#C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][O][C][S][C][=Ring1][#C][C][Branch1][C][C][=O],3.176300000000002,0.7671838185741302,2.3259977318380045,1.5099213610326467
O=C(NCC1CC12CCc1ccccc12)c1ccc[nH]1,[O][=C][Branch2][Ring1][Ring2][N][C][C][C][C][Ring1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][C][=C][NH1][Ring1][Branch1],2.648600000000001,0.881062727365287,3.81032078614428,0.5949928506821549
Cc1nn(C)c2nc(N3CCNC(=O)C3C(C)C)sc12,[C][C][=N][N][Branch1][C][C][C][N][=C][Branch1][P][N][C][C][N][C][=Branch1][C][=O][C][Ring1][#Branch1][C][Branch1][C][C][C][S][C][Ring2][Ring1][Ring1][=Ring1][#C],1.2990199999999996,0.906310632299228,3.502811034142965,1.028742127353175
O=C(Nc1ccc2c(c1)OCO2)Nc1c[nH]c2ccccc12,[O][=C][Branch1][P][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],3.5406000000000013,0.6765596212203828,2.0454819370684145,1.3373161690334996
CCCNC(=O)Nc1ccnn1Cc1ccc(Br)cc1,[C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=N][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],3.2254000000000014,0.8800721961922522,2.0420485889137048,2.358312392047556
COc1ccc(Br)c2c1CCNC2CC#N,[C][O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][C][N][C][Ring1][=Branch1][C][C][#N],2.558180000000001,0.9057351724859788,3.3537561616523064,1.174919700777588
O=C(CNC(=O)c1ccccc1F)OCC(=O)C1=NC=CC1,[O][=C][Branch1][S][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][O][C][C][=Branch1][C][=O][C][=N][C][=C][C][Ring1][Branch1],1.0262000000000002,0.795378253050959,2.6044015209584703,1.3724897442963249
COCCOCCNC(=O)c1cccc(Br)c1,[C][O][C][C][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1],1.8419,0.7819310118378938,1.808752158763632,2.1009029004258375
