SMILES,SELFIES,logP,qed,SAS,obj
Cc1nnc(NC(=O)COc2ccc3ccccc3c2)s1,[C][C][=N][N][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][S][Ring2][Ring1][Ring2],3.017220000000002,0.8040222930069875,1.8881830907978705,2.1319283742370674
COC(=O)CCNS(=O)(=O)c1cccc(Cl)c1F,[C][O][C][=Branch1][C][=O][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F],1.3205,0.8316841115118024,2.0564308106073,2.101989746951712
CCc1noc(CC)c1CC(=O)N1CCCCC1c1ncc[nH]1,[C][C][C][=N][O][C][Branch1][Ring1][C][C][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=N][C][=C][NH1][Ring1][Branch1],2.8188000000000004,0.9201038770490424,3.361452634102984,1.2390667511422282
COc1cc(OC)c2[nH]c(C)c(CC#N)c(=O)c2c1,[C][O][C][=C][C][Branch1][Ring1][O][C][=C][NH1][C][Branch1][C][C][=C][Branch1][Ring2][C][C][#N][C][=Branch1][C][=O][C][Ring1][O][=C][Ring1][P],1.9198,0.9121704098505864,2.5406797127552867,2.0201723364976454
Cc1ccc(NC(=O)CCNC(=O)CCc2ccccc2)nc1,[C][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][=Branch1],2.46762,0.8249298676499496,1.806095717029779,2.3185536212199693
Cc1cc(C(=O)CN(C)CCC#N)c(C)n1Cc1ccc(F)cc1,[C][C][=C][C][Branch1][=C][C][=Branch1][C][=O][C][N][Branch1][C][C][C][C][C][#N][=C][Branch1][C][C][N][Ring1][#C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],3.320520000000002,0.7330780388538553,2.2809999368571514,1.3843902574121247
CS(=O)(=O)N(CCCO)c1ccc2c(c1)OCO2,[C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][Branch1][C][C][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1],0.5637000000000001,0.8481927067962505,2.2946797336842213,1.9462838002970315
CC(C)C(=O)Nc1ccc(NC(=O)c2ccc3[nH]cnc3c2)cc1,[C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][=C][C][=C][NH1][C][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][C],3.409700000000001,0.6876798242506638,2.003167419374634,1.4352317018786849
CCc1cccc(CC)c1NC(=O)CSc1cnnc(O)n1,[C][C][C][=C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][S][C][=C][N][=N][C][Branch1][C][O][=N][Ring1][#Branch1],2.4328,0.7953894340632939,2.6933965581793124,1.283550612137157
CCN(C(=O)NCCC(=O)N(C)C)C1CCCC1,[C][C][N][Branch1][P][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][C][C][C][Ring1][Branch1],1.4387999999999996,0.8078942891963716,2.244011344359261,1.7954601016225973
Cc1nn(Cc2ccccc2)c2ncc(NC(=O)C3CCCO3)cc12,[C][C][=N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch1][=N][N][C][=Branch1][C][=O][C][C][C][C][O][Ring1][Branch1][C][=C][Ring2][Ring1][Branch2][Ring1][=C],2.905520000000001,0.7952471127674212,2.665614370320448,1.310621193516658
CCOC(=O)C1CCCN1C(=O)Cc1ccccn1,[C][C][O][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=N][Ring1][=Branch1],1.1781999999999997,0.7644348044678156,2.4551186811105428,1.3670553412285351
COc1cc(Br)ccc1CN1CC(C)OC(C(N)=O)C1,[C][O][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][C][N][C][C][Branch1][C][C][O][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][#Branch2],1.5322999999999996,0.9006585267298611,3.161133756471809,1.3421588771774964
CCOC(=O)CCCNC(=O)Nc1ccc(Br)cc1,[C][C][O][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],2.913900000000001,0.6228369216011995,1.7364193353967965,1.377765272609201
O=c1oc(-c2ccco2)nn1CC(O)c1cc(F)ccc1F,[O][=C][O][C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][=N][N][Ring1][#Branch2][C][C][Branch1][C][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F],2.1081000000000003,0.798029540811563,3.0132552122252214,0.9768924918325936
CC(Sc1nnc(-c2ccncc2)o1)C(=O)N(C(C)C)C(C)C,[C][C][Branch2][Ring1][Ring1][S][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][O][Ring1][O][C][=Branch1][C][=O][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],3.257600000000002,0.75512286089695,2.940460426310775,0.8351538781739754
Cc1ccc(C)c(OCC(=O)NCC2COc3ccccc3O2)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring1][#Branch1][O][C][C][=Branch1][C][=O][N][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][=C][Ring2][Ring1][#Branch1],2.638440000000001,0.9171196362673624,2.4882000889562,2.097398092380612
Fc1cc(Br)cc(F)c1NCc1nnc(C2CC2)o1,[F][C][=C][C][Branch1][C][Br][=C][C][Branch1][C][F][=C][Ring1][Branch2][N][C][C][=N][N][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][O][Ring1][Branch2],3.599800000000002,0.9306208795490476,2.5744512657306124,2.078653132014626
Cc1c(NS(=O)(=O)c2cccc(Cl)c2C)cccc1C(N)=O,[C][C][=C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][=C][C][=C][Ring2][Ring1][C][C][Branch1][C][N][=O],2.85654,0.8977928973496125,1.9819622098595089,2.507002276888554
COc1ccc(C(=O)N2CCC(CO)C2)cc1F,[C][O][C][=C][C][=C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][Branch1][Ring1][C][O][C][Ring1][#Branch1][C][=C][Ring1][#C][F],1.2887,0.8826947663837924,2.309755419988198,2.103718411930764
CCN(Cc1cnn(CC)c1)C(=O)c1c(Cl)cccc1Cl,[C][C][N][Branch1][=N][C][C][C][=N][N][Branch1][Ring1][C][C][C][=Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl],3.872100000000003,0.8363879572764789,2.2740770421828334,1.9078627441995613
C#CCCCCNS(=O)(=O)c1ccc(NC(C)=O)c2ccccc12,[C][#C][C][C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],2.880000000000001,0.5989356563305875,2.2693230450922,0.7253552365607376
Cc1ccc(OCCC(=O)N2CCCC(CS(N)(=O)=O)C2)cc1,[C][C][=C][C][=C][Branch2][Ring1][O][O][C][C][C][=Branch1][C][=O][N][C][C][C][C][Branch1][#Branch2][C][S][Branch1][C][N][=Branch1][C][=O][=O][C][Ring1][O][C][=C][Ring2][Ring1][=Branch1],1.2910200000000005,0.8448227944707671,2.6405014977393453,1.5836124746144904
CCCCNC(=O)CN(C)S(=O)(=O)c1cccs1,[C][C][C][C][N][C][=Branch1][C][=O][C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1],1.2848999999999997,0.7694121722427747,2.099197529602589,1.7478633316112844
COc1ccc(OC(=O)Cn2ccc3cc(OC)ccc32)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch2][O][C][=Branch1][C][=O][C][N][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][Ring1][O][C][=C][Ring2][Ring1][Branch1],3.2641000000000018,0.5358810334000456,1.938974738008799,0.740430428991429
COCC#CCNc1cc(C(=O)OC)ccc1OC(C)C,[C][O][C][C][#C][C][N][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][#Branch2][O][C][Branch1][C][C][C],2.3221,0.6436925781459295,2.494209402925538,0.7242534878041096
COc1ccc(NC(=O)Nc2ccc3c(c2)CCC(=O)N3C)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][O][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][Ring1][Branch2][C][C][=C][Ring2][Ring1][=Branch1],3.248200000000001,0.9098345435343078,1.923307690867846,2.6258650268036927
COc1cccc(NC(=O)N2Cc3cncnc3C2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][C][=C][N][=C][N][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring2][Ring1][C],2.0329,0.9063255426741702,2.22464974764608,2.3069779657247707
COCCN(Cc1ccsc1)C(=O)c1cc(C)on1,[C][O][C][C][N][Branch1][=Branch2][C][C][C][=C][S][C][=Ring1][Branch1][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1],2.3333200000000005,0.8146403730460725,2.404884840960415,1.668317024269948
COc1ccccc1C(=O)c1cccc(C2OCCO2)c1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][Branch2][C][O][C][C][O][Ring1][Branch1][=C][Ring1][O],2.9716000000000014,0.8096745030164557,2.087145511983241,1.9612270030990373
Cc1ccc(C)c(NCCOc2cccc(N)c2)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch1][S][N][C][C][O][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][=C][Ring2][Ring1][C],3.376540000000001,0.6365946731193588,1.833195097370672,1.3497782682261226
Cc1nc(NC(=O)c2ccc(N3CCCCC3=O)cc2)sc1C,[C][C][N][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=C][Ring1][=N][S][C][=Ring2][Ring1][Branch1][C],3.5291400000000026,0.9367991581918356,2.0412616664649583,2.64273412449422
Cc1cc(OC(C)C(=O)N2CC(C)OC(C)C2)ccc1Cl,[C][C][=C][C][Branch2][Ring1][Branch2][O][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][C][O][C][Branch1][C][C][C][Ring1][Branch2][=C][C][=C][Ring2][Ring1][Ring1][Cl],3.051520000000002,0.8609529048776713,3.0702222319065147,1.2345422924818417
CC(C)Cn1cnc(S(=O)(=O)N(Cc2cccnc2)C2CC2)c1,[C][C][Branch1][C][C][C][N][C][=N][C][Branch2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][C][Ring1][Ring1][=C][Ring2][Ring1][Ring1],2.2874,0.7789206832049393,2.6649676575892176,1.229635758435479
CCOC(=O)c1c(-c2cccnc2)oc2cc(C#N)c(C#N)cc12,[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][Branch1][Ring1][C][#N][=C][Branch1][Ring1][C][#N][C][=C][Ring2][Ring1][Ring1][Ring1][#Branch2],3.414860000000002,0.6861146841182216,2.585838007609928,0.8447354129811799
Cn1ncc(Nc2ccc3[nH]ccc3c2)c(Br)c1=O,[C][N][N][=C][C][Branch1][#C][N][C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][=C][Branch1][C][Br][C][Ring1][P][=O],2.7677000000000005,0.7633612227491564,2.574359199934774,1.2424469138110084
Cc1nc(-n2cccc2)sc1C(=O)Nc1cccc2c1ccn2C,[C][C][N][=C][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][S][C][=Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring1][Branch1][C],3.986220000000003,0.6149564008449646,2.441063573220788,0.6337184310040351
Nc1c(-c2nc3ccccc3[nH]2)nnn1-c1ccc(F)c(Cl)c1,[N][C][=C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][N][=N][N][Ring1][=C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2],3.1853000000000007,0.591483217986274,2.4215467659808265,0.5358693239505437
Cc1ccccc1CNC(=O)c1c(C)oc2ccn(C)c(=O)c12,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][O][C][C][=C][N][Branch1][C][C][C][=Branch1][C][=O][C][Ring1][N][=Ring1][Branch2],2.6783400000000004,0.8086799834361078,2.31973111912768,1.7236687980528589
O=C(CN1CCOCC1C1CC1)N1CCCCCC1,[O][=C][Branch1][#C][C][N][C][C][O][C][C][Ring1][=Branch1][C][C][C][Ring1][Ring1][N][C][C][C][C][C][C][Ring1][#Branch1],1.4997999999999996,0.7758741998134233,2.7461629235347846,1.1332080755323322
CCn1cc(C(=O)NCc2ccccc2OCC(C)C)cn1,[C][C][N][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][C][C][C][=N][Ring2][Ring1][Ring2],2.8678000000000017,0.8552679428235952,2.069779188452266,2.2065605256657097
Cc1cnc(NC(=O)c2cnn(-c3ccccc3)c2)s1,[C][C][=C][N][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][O][S][Ring2][Ring1][Ring1],2.889520000000001,0.8041698360530473,2.1099916574604034,1.9108575228048328
CCC1CN(C(=O)c2ccc3[nH]nnc3c2)CCO1,[C][C][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][=C][C][=C][NH1][N][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][C][C][O][Ring1][P],1.2089,0.880630234210973,3.060853273185135,1.34229789786973
CCCC(=O)Nc1nnc(-c2cc(N)ccc2C)s1,[C][C][C][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][=N][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][S][Ring1][=N],2.834320000000001,0.8413198673795604,2.2010831960644293,2.0055161408333726
Cc1occc1-c1nnc(SCC(=O)c2ccccc2F)o1,[C][C][O][C][=C][C][=Ring1][Branch1][C][=N][N][=C][Branch1][S][S][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][O][Ring1][S],3.7521200000000015,0.5269160306874111,2.3185805000439004,0.3159996533931553
Cc1ccc(C(=O)COC(=O)c2n[nH]c(=O)c3ccccc23)s1,[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][=N][NH1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][S][Ring2][Ring1][=Branch1],2.33272,0.5863338325631064,2.2421374061099293,0.6895317567056027
O=C(CCCn1cncn1)N1CCN(C(=O)c2ccc(F)cc2)CC1,[O][=C][Branch1][O][C][C][C][N][C][=N][C][=N][Ring1][Branch1][N][C][C][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring1][#C],1.1820000000000002,0.8158692670287044,2.102262774638181,1.9770835605053407
CCNC(=O)CNC(=O)NCCc1ccc(F)cc1C,[C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C],1.1119199999999996,0.7308410418922798,1.997906564622209,1.65629864483919
N#Cc1cccc(OCC(=O)Nc2cccc(Br)c2)c1,[N][#C][C][=C][C][=C][C][Branch2][Ring1][Ring1][O][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring2][Ring1][C],3.338280000000002,0.9346099068351096,1.79506235409589,2.877987180079658
Fc1ccc(Nc2ccc3nnnn3n2)cc1Cl,[F][C][=C][C][=C][Branch1][#C][N][C][C][=C][C][=N][N][=N][N][Ring1][Branch1][N][=Ring1][=Branch2][C][=C][Ring1][S][Cl],2.0554,0.7672185851641711,2.4378461952226846,1.3982467305981707
Cc1nc(C)c(C2NCCc3c2ccc(F)c3O)s1,[C][C][=N][C][Branch1][C][C][=C][Branch2][Ring1][Ring1][C][N][C][C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][O][S][Ring2][Ring1][C],2.8397400000000013,0.8428528683957963,3.4271938141536005,0.7870705278253816
CCN(C)c1ccc(C(=O)NCc2ccc(-n3cccn3)nc2)cc1,[C][C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch2][N][C][=C][C][=N][Ring1][Branch1][N][=C][Ring1][O][C][=C][Ring2][Ring1][Branch1],2.6534000000000013,0.7521267073389035,2.211733928484336,1.5488996082101818
COc1nccnc1N1CC(NC(C)=O)C(C(C)C)C1,[C][O][C][=N][C][=C][N][=C][Ring1][=Branch1][N][C][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Ring1][N],1.0820999999999994,0.8924525061003722,3.414765085143138,1.0474974453587231
O=C(CCCc1cccs1)Nc1cccc(CO)c1,[O][=C][Branch1][O][C][C][C][C][=C][C][=C][S][Ring1][Branch1][N][C][=C][C][=C][C][Branch1][Ring1][C][O][=C][Ring1][Branch2],3.2018000000000013,0.8502196655995532,1.8688089435245168,2.382289384473249
O=C(c1ccc(OCc2cscn2)cc1)N1CCCC1,[O][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][O][C][C][=C][S][C][=N][Ring1][Branch1][C][=C][Ring1][=N][N][C][C][C][C][Ring1][Branch1],2.958100000000001,0.8683705778507445,1.9685494329403284,2.373303456313394
COc1ccnc(NC(=O)c2cc(F)cc(Cl)c2O)c1,[C][O][C][=C][C][=N][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][O][=C][Ring2][Ring1][C],2.8406,0.913393002735125,2.127619851335494,2.439345162340131
CCOc1ccc(-c2nc(CN(C)S(=O)(=O)CC)c(C)o2)cc1,[C][C][O][C][=C][C][=C][Branch2][Ring1][O][C][=N][C][Branch1][#C][C][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Branch1][C][C][O][Ring1][=C][C][=C][Ring2][Ring1][Ring2],2.830220000000001,0.7760266517400577,2.304234278468339,1.5758989802319494
CCCc1nc(N)ncc1-c1nnnn1-c1ccccc1,[C][C][C][C][=N][C][Branch1][C][N][=N][C][=C][Ring1][#Branch1][C][=N][N][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.6539999999999997,0.7809074964144711,2.4328658146314126,1.4716716674409431
Cn1nc(-c2ccccc2)cc1C(=O)Nc1cccc2c1ccn2C,[C][N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring1][Branch1][C],3.831100000000002,0.6205086793284811,2.140622390022795,0.9619210066196104
CN(C(=O)c1cnn(-c2ccccc2Cl)c1)C1(C#N)CCC1,[C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][C][=N][N][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Ring1][N][C][Branch1][Ring1][C][#N][C][C][C][Ring1][=Branch1],3.043980000000002,0.8744417148804287,2.6475120078803247,1.7246965665218186
CCCOc1ccc(S(=O)(=O)NCc2ccsc2)cc1,[C][C][C][O][C][=C][C][=C][Branch1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][=C][S][C][=Ring1][Branch1][C][=C][Ring1][S],3.0154000000000014,0.8549208747984957,1.957499601059455,2.317104772933023
COCC1(CNC(=O)c2cc(C)on2)CC(O)C(O)C1,[C][O][C][C][Branch1][P][C][N][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][P],-0.1387800000000006,0.6949403078128167,3.658958371856425,-0.1842568327923412
Cc1csc(NC(=O)CSc2ccc(NC(=O)C3CC3)nn2)n1,[C][C][=C][S][C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][S][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][N][=N][Ring1][N][=N][Ring2][Ring1][=Branch1],2.3208199999999994,0.7769944500184456,2.3712069919087444,1.5137652581834835
CC1CC(C)(C)CC(CO)(NC(=O)C2CCOC2C)C1,[C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][Ring1][C][O][Branch1][=C][N][C][=Branch1][C][=O][C][C][C][O][C][Ring1][Branch1][C][C][Ring2][Ring1][Ring1],2.1049,0.8337362848833283,4.239120416779771,-0.0704389923631296
C=C(C)Cn1c(C(C)NC(=O)c2ccncc2)nc2ccccc21,[C][=C][Branch1][C][C][C][N][C][Branch2][Ring1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2],3.498400000000002,0.7320043885693276,2.646562345497612,1.013459597349026
