SMILES,SELFIES,logP,qed,SAS,objective
Cn1ncc2c(C(=O)Nc3ccc(Cl)cn3)cc(C3CC3)nc21,[C][N][N][=C][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=N][Ring1][#Branch1][C][=C][Branch1][=Branch1][C][C][C][Ring1][Ring1][N][=C][Ring2][Ring1][Ring1][Ring2][Ring1][=Branch1],3.1464000000000016,0.8017117985038805,2.365404388358449,1.6431546041609537
CC(CCC1CCCC1)NC(=O)NCc1ncn(C)n1,[C][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][C][N][=C][N][Branch1][C][C][N][=Ring1][=Branch1],1.9732,0.8359996318456149,3.100436680075978,1.0795614791520967
CCn1c(C)nc2cc(C(=O)N(C)c3ccccc3)ccc21,[C][C][N][C][Branch1][C][C][=N][C][=C][C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][Ring2][Ring1][Ring2],3.6412200000000015,0.7391423614915693,2.003744200859215,1.6919676065986318
Cc1cc(OC(F)F)ccc1NC(=O)NCC1(C)COC1,[C][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][N][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C][O][C][Ring1][Branch1],2.7544200000000005,0.8787807347325404,2.4330509078815634,1.960852765781138
O=C(CN1CCN(Cc2n[nH]c(=O)[nH]2)CC1)N1CCCC1,[O][=C][Branch2][Ring1][#Branch1][C][N][C][C][N][Branch1][N][C][C][=N][NH1][C][=Branch1][C][=O][NH1][Ring1][=Branch1][C][C][Ring1][=N][N][C][C][C][C][Ring1][Branch1],-1.161999999999998,0.7310200758936855,2.485887504417036,1.1692128750513913
COCc1nnc(NC(=O)CCn2ccc3c(OC)cccc32)s1,[C][O][C][C][=N][N][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][C][N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2][Ring1][O][S][Ring2][Ring1][Branch1],2.6766000000000005,0.7114961709995508,2.3378535397759705,1.2196273152217834
O=S(=O)(CC1CCCCC1)NCC(O)c1ccco1,[O][=S][=Branch1][C][=O][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][N][C][C][Branch1][C][O][C][=C][C][=C][O][Ring1][Branch1],1.8127,0.8360298401584139,2.9320750913669524,1.2480741094251169
CC(NC(=O)Nc1ccc2c(c1)COC2)C(=O)NCc1ccco1,[C][C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][Ring1][Branch1],2.1362000000000005,0.7833752360993603,2.7628034334378047,1.154072747058997
Cc1ccc(CNC(=O)Cn2cnc3sc(C)c(C)c3c2=O)cc1,[C][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][N][C][=N][C][S][C][Branch1][C][C][=C][Branch1][C][C][C][=Ring1][#Branch1][C][Ring1][O][=O][C][=C][Ring2][Ring1][#Branch1],2.699660000000001,0.7934417274796419,2.075175169087608,1.8920334683106015
COc1ccc2ncnc(NCc3ccco3)c2c1,[C][O][C][=C][C][=C][N][=C][N][=C][Branch1][#Branch2][N][C][C][=C][C][=C][O][Ring1][Branch1][C][Ring1][=N][=C][Ring1][P],2.8435000000000006,0.7763627879854721,2.0367810863816604,1.8450328535457001
CNC(=O)c1noc(CN2C(=O)COc3ccc(F)cc32)n1,[C][N][C][=Branch1][C][=O][C][=N][O][C][Branch2][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Ring1][N][=N][Ring2][Ring1][C],0.4938999999999998,0.8862230791400277,2.576338493663183,1.8547769020369556
Cc1ccc2c(CC(=O)Nc3sccc3C#N)coc2c1,[C][C][=C][C][=C][C][Branch1][S][C][C][=Branch1][C][=O][N][C][S][C][=C][C][=Ring1][Branch1][C][#N][=C][O][C][Ring1][S][=C][Ring2][Ring1][Ring2],3.8556000000000017,0.7978310177912956,2.352062081970629,1.637093006985849
CN(Cc1cccc(C#N)c1)C(=O)c1cccc2cn[nH]c12,[C][N][Branch1][=C][C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][C][=Branch1][C][=O][C][=C][C][=C][C][C][=N][NH1][C][Ring1][=Branch2][=Ring1][Branch1],2.70678,0.8056923029023809,2.280222258285658,1.7482392562262463
CCOCCCC(=O)Nc1sc2c(c1C(N)=O)CCCC2,[C][C][O][C][C][C][C][=Branch1][C][=O][N][C][S][C][=C][Branch1][=Branch2][C][=Ring1][Branch1][C][Branch1][C][N][=O][C][C][C][C][Ring1][#Branch2],2.4810000000000008,0.7591212108969798,2.209213111957593,1.586392942527306
CCOc1ccc(C2NC(=O)c3ccccc3N2)cc1OCC,[C][C][O][C][=C][C][=C][Branch2][Ring1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][C][=C][Ring1][P][O][C][C],3.3381000000000016,0.8887868959171729,2.605389697040046,1.838544782545818
COc1ccc(OC)c(-n2c(C)c(C(C)=O)c(C(C)=O)c2C)c1,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring1][#Branch2][N][C][Branch1][C][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][Ring1][N][C][=C][Ring2][Ring1][Branch1],3.5165400000000027,0.7922280024696806,2.2617243883584486,1.6994156239899545
O=C(CCCc1nc2ccccc2s1)N1CCC2(CC1)OCCO2,[O][=C][Branch1][P][C][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1],2.984500000000001,0.8539519831679614,2.8881005552994097,1.3816593605403975
O=C(CCn1c(=O)oc2ccccc21)Nc1ccc2c(c1)CCC2,[O][=C][Branch2][Ring1][Ring1][C][C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Ring1][=Branch1],3.112000000000002,0.8024956113575132,2.077729946847162,1.9347481099404042
Cc1nnnn1-c1ccc(C(=O)Nc2nc(C3CC3)n[nH]2)cc1,[C][C][=N][N][=N][N][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=N][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][NH1][Ring1][Branch2][C][=C][Ring1][P],1.2185199999999998,0.7485009669906902,2.5395159967500565,1.2029888382033946
CN(c1ncc(Br)cc1N)C(C)(C)C,[C][N][Branch1][=N][C][=N][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][C][Branch1][C][C][Branch1][C][C][C],2.6610000000000014,0.8415587922574486,2.814565201076753,1.3932287602104894
Cc1ccc(Cn2cc(C)c(C)c(C#N)c2=O)cc1,[C][C][=C][C][=C][Branch2][Ring1][Branch1][C][N][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Branch1][Ring1][C][#N][C][Ring1][#Branch2][=O][C][=C][Ring2][Ring1][C],2.6935400000000014,0.8245521995244733,2.152694505654696,1.9700664919676707
CC(=O)Nc1cccc(-n2c(SCCO)nnc2C2CC2)c1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][C][Branch1][Branch1][S][C][C][O][=N][N][=C][Ring1][=Branch2][C][C][C][Ring1][Ring1][=C][Ring2][Ring1][C],2.1875,0.7981355632953103,2.286522860908841,1.7041549555677107
CC(c1nnc2n1CCCCC2)N1CCN(C(=O)OC(C)(C)C)CC1,[C][C][Branch1][#C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][C][Ring1][#Branch1][N][C][C][N][Branch1][=C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring1][=N],2.6182000000000007,0.8211544101730343,2.927348812590507,1.1784232382746644
COc1ccc(OC)c(S(=O)(=O)N2CC(C)CC(C)C2)c1,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][Branch1][C][C][C][C][Branch1][C][C][C][Ring1][Branch2][=C][Ring2][Ring1][Ring1],2.370400000000001,0.8561428927763843,2.7243013901249817,1.5564130737569402
CCOCC(=O)OCc1noc(-c2ccc(F)cc2)n1,[C][C][O][C][C][=Branch1][C][=O][O][C][C][=N][O][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][Ring1][N],1.9554,0.7528651295390273,2.1571052690756485,1.607220378619488
O=C1NCCCCC1Sc1ccc(Cl)cc1,[O][=C][N][C][C][C][C][C][Ring1][#Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],3.1008000000000013,0.8799731207981245,2.667103385732574,1.732762218258049
CC(=O)NC(C(=O)NC(C)c1ccncc1)C(C)C,[C][C][=Branch1][C][=O][N][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][C][C],1.419499999999999,0.8436568398949394,2.6975670609191624,1.5207171385555345
CN(Cc1ncnn1C)C(=O)CCC(=O)c1ccc(F)c(F)c1,[C][N][Branch1][#Branch2][C][C][=N][C][=N][N][Ring1][Branch1][C][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2],1.7147999999999997,0.7594780898126822,2.391418893852954,1.4059715552104568
Cn1nnc2c(N3CC(C(=O)NC4CCCCCC4)C3)ncnc21,[C][N][N][=N][C][=C][Branch2][Ring1][#Branch1][N][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][Ring1][#Branch1][C][Ring1][=C][N][=C][N][=C][Ring2][Ring1][Ring2][Ring2][Ring1][#Branch1],1.0334999999999992,0.8463292835386305,2.561366583254232,1.6702798344389205
COc1ccccc1NC(=O)c1nc(C)cc2c(N)cccc12,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=N][C][Branch1][C][C][=C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][N][Ring1][#Branch1],3.3863200000000013,0.7271354264059195,2.038724625044839,1.5969525069847585
CN(Cc1cccs1)C(=O)c1cc2ccccc2[nH]1,[C][N][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2],3.5016000000000016,0.7765624288447158,2.0914953770909506,1.7913167671326287
O=C(Cn1ncc(=O)c2ccccc21)OCC1CCCCC1,[O][=C][Branch2][Ring1][Ring1][C][N][N][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1],2.5200000000000005,0.8140404101733314,2.226091866802141,1.8441101840645158
