gen_mol,SMILES,gen_romol,gen_logP,gen_qed,gen_SAS,gen_obj
[C][C][Branch1][C][C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2],CC(C)C(C(=O)NCC1=CC=CN=C1)N2CCC3=CC=CC=C3C2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CC80>,2.7807000000000013,0.9201250743896465,2.645498416715398,1.955126955232835
[C][C][=N][O][C][=N][C][=N][C][Branch1][P][N][C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][C][Ring1][#Branch1][=C][Ring2][Ring1][Branch1][Ring2][Ring1][C],CC1=NOC2=NC=NC(NCC3=NN=C4N3CCCCC4)=C12,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CCF0>,1.8562199999999998,0.7882428556370953,2.7087212270092422,1.2324930511762342
[O][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][C][C][C][=C][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][F][=C][C][=C][Ring2][Ring1][C],O=C(NC1CC1)CCC2=CC(NC(=O)C3=CC=C(F)C(F)=C3F)=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CD60>,3.567400000000002,0.7721807807163487,2.0519371817713523,1.8089667218103909
[C][C][=C][C][Branch1][#C][N][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][=N][Ring2][Ring1][=Branch1],CC1=CC(NCC(=O)N2CCOCC2)=NC(C3=CC=CN=C3)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CDD0>,1.1177199999999998,0.9108445641331132,2.31311015184869,2.241112668816876
[N][C][C][Branch1][C][O][=C][NH1][C][=C][C][=C][Branch1][Branch2][N][C][=C][C][=Ring1][Branch1][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Ring1][#C][=O],NCC(O)=C1[NH1]C2=CC=C(NC=CCC)C2C(=O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CE40>,0.36699999999999955,0.33550077577277865,4.639242922254852,-2.961739043390959
[C][C][Branch1][C][C][N][C][=C][Branch2][Ring1][=Branch1][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][NH1][Ring1][=Branch1][C][=N][Ring2][Ring1][C],CC(C)N1C=C(C2CCCN2C(=O)C3=CC(Cl)=C[NH1]3)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CEB0>,3.4228000000000014,0.9443188008969636,3.180721919513198,1.5408720849716202
[C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][=C][N][Branch1][Ring2][C][C][#N][N][=Ring1][Branch2][C][C][Ring1][P][C][=N][N][Ring2][Ring1][C][C],C1C=C1C(=O)NC=2C=CN(CC#N)N=2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CF20>,0.6752799999999999,0.7575339472887427,2.9675326566980544,0.8201370797456589
[C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][C][=C][S][C][=N][Ring1][Branch1][C][=C][Ring1][O],CN(CC1=CC=C(F)C=C1)C(=O)C2=CC=C(C3=CSC=N3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C8CF90>,4.221400000000004,0.7189784851637667,2.033508304442366,1.5613841213764679
[F][C][=C][C][Branch1][C][F][=C][Branch1][=Branch2][C][N][C][=C][C][=N][Ring1][Branch1][C][Branch1][=Branch2][O][C][C][C][C][C][Ring1][Branch1][=C][Ring2][Ring1][Ring1],FC1=CC(F)=C(CN2C=CC=N2)C(OC3CCCC3)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93040>,3.5310000000000024,0.8551144177313814,2.4137142038795005,1.8618578847774065
[C][C][C][Branch1][C][C][N][N][=C][C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1][=C][Ring1][#C][C][C][C][C][Ring1][Ring2],CCC(C)N1N=CC(C(=O)NC2=CC=CC(C)=N2)=C1C3CCC3,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C930B0>,4.077320000000003,0.9047379141785984,2.9588635169701156,1.564826053922876
[N][C][=N][C][=N][C][Branch2][Ring1][Branch1][S][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2],NC1=NC=NC(SCC(=O)NCCC2=CC=C(Cl)C=C2)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93120>,1.5581999999999998,0.7834691092495116,2.155488235816785,1.7618573104307735
[C][#C][C][N][C][C][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][O][C][=Branch1][C][=O][NH1][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][Ring2][Ring1][Ring1],C#CCN1CCC(C(=O)NC2=CC=C3OC(=O)[NH1]C3=C2C)C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93190>,1.3231200000000003,0.838009706615068,3.1576058325726164,1.032442700502724
[C][C][=N][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][NH1][Ring2][Ring1][=Branch1],CC1=NC2=CC=C(NC(=O)NCCOC3=CC=CC=C3)C=C2[NH1]1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93200>,3.0718200000000007,0.6336536509122772,1.958559750011723,1.209708504549663
[C][N][C][=Branch1][C][=O][N][Branch1][S][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring1][Branch1],CNC(=O)N(CC(=O)NCC1=CC=CN=C1)C2=CC=CC=C2O,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93270>,1.2494,0.7738915547283971,2.3271080569975027,1.542349716644483
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][N][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][C][=C][C][=C][O][Ring1][Branch1][C][=N][Ring1][S],CN(C)C(=O)CN1C=C(C(=O)NC2CC2C3=CC=CO3)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C932E0>,0.8501999999999992,0.8876697724903423,3.3505800820839564,1.087768780367755
[C][C][C][C][N][C][=Branch1][C][=O][C][C][C][C][Branch1][C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][C][Ring1][=C],CCCCNC(=O)C1CCC(C)N(C(=O)C2=CC=CS2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93350>,2.905100000000002,0.8503482623859576,2.875312945741534,1.3764283661882537
[C][N][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=N][Ring1][S],CN1C=C(NC(=O)CC2=CC=C(Cl)C=C2)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C933C0>,2.2547000000000006,0.9070682824237838,1.8101540818405564,2.725187330278363
[C][C][=C][C][Branch1][C][C][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][Branch1][=N][C][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][=N][Ring2][Ring1][C],CC=CC(C1)=CC(NC2CCCC2)=NC(C3=NC=CC=N3)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93430>,2.670000000000001,0.9321933231586358,3.4751143631039163,1.185852252689263
[C][C][C][=N][O][C][Branch2][Ring1][O][C][Branch1][C][C][N][Branch1][C][C][C][C][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][=N][Ring1][N][=N][Ring2][Ring1][Branch1],CCC1=NOC(C(C)N(C)C2C=CC3=NC=CC=C3C(C)=N2)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C934A0>,2.8819000000000017,0.8682360683558309,4.166234764715852,0.17494557706330305
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][C][Ring2][Ring1][Branch1][=Ring1][#C],O=CC1=CC=CC2=C1C=NC(NC3=CC=C(F)C=C3)=NC2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93510>,3.038800000000001,0.8601348320730533,2.8565445031560035,1.4441296572092632
[C][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch2][C][C][C][O][C][Ring1][Branch1][=O][C][C][Ring1][N],COC1=CC(C)=CC=C1OCC(=O)N2CCN(C3CCOC3=O)CC2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93580>,0.84212,0.7348846003170333,2.6636925519497385,1.0107304496354281
[N][#C][C][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][Ring1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1],N#CC1=NC2=CC=C(F)C=C2N1CC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C935F0>,3.0953800000000014,0.7018989579756296,2.1089188735944475,1.4005759162837004
[C][C][=C][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][N][C][=Branch1][Branch2][=C][C][=Branch1][C][=O][C][S][C][=C][C][=Ring1][Branch1][Ring1][O][C][=N][C][Branch1][C][C][=N][Ring2][Ring1][#Branch1],CC1=CC(C(=O)NCC2NC(=CC(=O)C=3S)C=CC=32)C=NC(C)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93660>,1.9411,0.7342829241645985,5.505145394556982,-1.8337307737339898
[N][C][=N][N][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=N][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C][C][=N][Ring2][Ring1][Ring2],N1C=NN(C2=CC=C(CC(=O)N3CCCC3)C=C2C)N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C936D0>,0.9324199999999996,0.8600042928267819,2.9502526654179633,1.349768798715946
[O][C][C][O][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][C],OCCOC1=NC(N2CCCCC2)=NC(C3=CC=NC=C3)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93740>,1.2949999999999997,0.8904962183582319,2.3456772033406033,2.106803888450556
[C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=Ring1][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],CC=1N=C(C2=CC=CC=C2)SC=1C(=O)NC3=CC=C(F)C=N3,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C937B0>,3.9049200000000015,0.7974816398321943,2.0127167637801637,1.9746914353808078
[C][C][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][C][=C][N][=C][Ring1][O][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1],CC1CCN(C(=O)C2=CC=C(F)C3=CC=CN=C23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93820>,3.246000000000002,0.7980971243005596,2.0512113419501414,1.9392742795526563
[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][C][N][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][Branch1],CNC(=O)C1=CC=CC(CCNC(=O)NC2=C(C)C=C(C)C=C2C)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93890>,3.3356600000000025,0.7817958643862787,1.9652565873472092,1.9437227345841843
[C][C][C][O][C][=N][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][Branch1][=Branch2][O][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][N],CCC=1OC=NC=1C(=O)NC(C)C2=CC=C(OC3CCCC3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93900>,4.049400000000003,0.8686351735740482,2.8490428983207483,1.4941329695494927
[N][C][=Branch1][C][=O][C][=N][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][Branch2][C][=C][C][=N][NH1][Ring1][Branch1][=C][Ring1][O][=N][NH1][Ring2][Ring1][Ring1],NC(=O)C1=NC(C(=O)NC2=CC=CC(C3=CC=N[NH1]3)=C2)=N[NH1]1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93970>,0.5459999999999995,0.5556981740102634,2.7309233571867573,0.04756751286456007
[C][C][=N][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][O][C][=N][Ring2][Ring1][Ring2],CC1=NC=CN1C2=CC=C(NC(=O)C3=COC(C4=CC=CC=C4)=N3)C=N2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C939E0>,3.4830200000000016,0.6118173566723811,2.3173997323786413,0.7416870509832645
[C][O][C][=C][C][=C][Branch2][Ring1][=C][O][C][=Branch1][C][=O][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][#Branch1],COC1=CC=C(OC(=O)C(C)CS(=O)(=O)C2=CC(C)=CC=C2C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93A50>,3.327440000000002,0.5822729100073336,2.5715966147883087,0.33976793524835935
[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][NH1][C][Branch1][#C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=C][Ring1][S][C],CCOC(=O)C1=C(C)[NH1]C(C(=O)NC2=CC=CC=C2F)=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93AC0>,3.1996400000000014,0.8520814502990727,1.9514818187252185,2.3089254327701445
[C][C][=C][C][Branch2][Ring1][Branch1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Ring1][S][C][C][=C][Ring1][Branch2][F][=C][C][=N][Ring2][Ring1][Ring2],CC1=CC(CNC(=O)NC2=CC=C(SC)C=C2F)=CC=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93B30>,3.5727200000000012,0.8490577446782713,2.1576115474204354,2.0876771759709216
[O][=C][Branch1][=Branch2][C][C][=C][C][=C][NH1][Ring1][Branch1][N][C][C][S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C],O=C(CC1=CC=C[NH1]1)NCCSC2=NC3=CC=CC=C3N2C,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93BA0>,2.3524000000000003,0.5421655723372105,2.4282976360329105,0.2825302256531419
[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][N][O][C][N][C][=C][Branch1][P][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][O][C][NH1][C][Ring1][#C][=C][Ring2][Ring1][Branch2],CC1=CC(C)=C(OCNC2=C(C(=O)C3=CC(C)=CC=C3O)C[NH1]C2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93C10>,2.928320000000001,0.5485962505614961,3.6080020054074122,-0.865020752599932
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][N][C][=C][Branch1][Ring1][C][#N][C][=N][N][Ring1][#Branch1][C][Branch1][C][C][C],CC1=CC=CC=C1CNC(=O)NC2=C(C#N)C=NN2C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93C80>,2.9658000000000015,0.9097329353333505,2.4346353370102136,2.114029339656539
[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][N][C][C][N][Branch1][=N][C][=N][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][C][Ring1][=C],CCN(CC)C(=O)CN1CCN(C2=NC=C(Cl)C=C2Cl)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93CF0>,2.3788,0.8215724545654395,2.1890703937567455,1.9187918790704517
[O][=C][Branch2][Ring1][C][N][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][N][C][C][=C][C][=C][O][Ring1][Branch1],O=C(NCCNC(=O)C1=CC=CC=C1F)NCC2=CC=CO2,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93D60>,1.6478999999999997,0.7095818741680437,1.9355695110329112,1.6123398598073075
[C][C][=C][S][C][Branch2][Ring1][O][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][=N][Ring2][Ring1][#Branch1],CC1=CSC(C2CCCCN2C(=O)CN3CCC4=CC=CC=C43)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93DD0>,3.567820000000002,0.8562477030796842,2.7807288419423433,1.5005096734560777
[C][N][C][=Branch1][C][=O][C][=N][N][Branch2][Ring1][Ring1][C][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][O][C][=Branch1][C][=O][C][Branch1][Ring2][C][Ring2][Ring1][Ring2][O][Ring2][Ring1][=Branch1],CNC(=O)C=NN(CC1=NN=C(C2=CC=CC=C2)O1)C(=O)C(C)O,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93E40>,0.1777999999999998,0.5750993651731395,3.4438490781240727,-0.568352252258375
[C][C][N][N][=C][C][Branch2][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][C],CCN1N=CC(S(=O)(=O)NC(C)C2=CC=C3C(=C2)OCO3)=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93EB0>,1.97962,0.9019461936535744,2.844195728508577,1.6655352397592953
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][P][S][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Branch1][C][C][C][C][=C][Ring1][S],CC(=O)NC1=CC=C(SCC(=O)N(C)CC(C)C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93F20>,2.8515000000000015,0.8207918556429328,2.0224696415452836,2.08148963666938
[C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=O][C][C][C][O][C][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1],CC1=CC=C(C(=O)CCCNC(=O)C2CCOC2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001B2C7C93F90>,2.11062,0.6387922523172893,2.3927111740031037,0.8012500875833428
