SMILES,opt_romol,opt_logP,opt_qed,opt_SAS,opt_obj
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828067B0>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)Nc2cccc(C(N)=O)c2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001C982806190>,2.99962,0.9110770053540319,1.6076690821047244,2.9477159446654353
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828066D0>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
COc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001C982806660>,2.0723,0.855593611749635,1.531491015577382,2.7464770431707928
Cc1ccc(C(=O)NCCNC(=O)c2ccccc2)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C982806890>,1.7370199999999998,0.5803179042496149,1.6984409750527618,1.2031485461953126
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806E40>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806F90>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806580>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)Nc2cccc(C(N)=O)c2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C982806D60>,2.6546400000000006,0.8978197255979704,1.5509904807061226,2.93810814728373
CC(C)CC(C)N(C)C(=O)CN1CCNc2cc(F)ccc21,<rdkit.Chem.rdchem.Mol object at 0x000001C982806270>,2.9506000000000014,0.9082527441680205,3.018057966567654,1.523205754272448
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806510>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
COc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828065F0>,2.0637,0.8828464794568149,1.4019090050475533,3.012323392236521
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2C)o1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F05F0>,2.26494,0.8964463024535813,1.7661377734134156,2.7160937388544903
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F02E0>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0270>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
COc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0820>,2.0723,0.855593611749635,1.531491015577382,2.7464770431707928
