SELFIES,SMILES,opt_romol,opt_logP,opt_qed,opt_SAS,opt_obj
[C][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][=N][Ring2][Ring1][C],CC1=CC=CC(NC(=O)CC2=CC=CC(F)=C2F)=N1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0660>,2.8494200000000003,0.9237348938533176,1.9820056924359832,2.6366687768306054
[C][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][N][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(CNC(=O)CN2C(=O)C(C)OC3=CC=CC=C32)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E07B0>,2.42532,0.9395193459173292,2.3892987708369784,2.3082979587496677
[C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][C][Ring1][=C][O][Ring2][Ring1][Branch2],CC1=CC=CCNC(=O)CC2CCN(C(=O)C=3C=C(C)ON=3)CC2O1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0820>,1.81022,0.8390035664492553,4.362908330423985,-0.16789049817770874
[C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2][C][=C][Ring2][Ring1][C],CC1=CC=C(C(=O)N2CCC3=CC(N)=CC=C32)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0DD0>,2.780120000000001,0.7931911855074184,1.8387053537809273,2.127250573756165
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0E40>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][=C][C][=C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C][C][Branch1][S][C][C][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][O][C][Ring1][#Branch2][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(C(=O)N2CCC3(CCC(=O)N(CCO)C3)CC2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0200>,1.8321199999999997,0.9196943959374102,2.7491643816967066,1.8493075979903448
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][F],CC1=CC=CC=C1CNC(=O)C2=CC=CC=C2F,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F03C0>,3.0641200000000017,0.8815329027378745,1.4877204033674811,2.9199441103218913
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0580>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0120>,3.0296200000000013,0.9441080485839991,1.627746516364601,3.092793726555395
[C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2][C][=C][Ring2][Ring1][C],CC1=CC=C(C(=O)N2CCC3=CC(N)=CC=C32)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0CF0>,2.780120000000001,0.7931911855074184,1.8387053537809273,2.127250573756165
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCCC(C(=O)NC3=CC=CC=C3)C2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F00B0>,3.7943400000000027,0.9268035132038033,2.163015628872815,2.4710019371462018
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0C80>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][S][C][=N][C][=C][C][=N][Ring1][=Branch1],CC1=CC=CC=C1CNC(=O)CSC2=NC=CC=N2,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0F20>,2.1935200000000004,0.6699956939338245,1.9172453071608793,1.4327331625082431
[C][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Ring1][=N][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(CNC(=O)C2CCCN(C(=O)N3CCCC3)C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0F90>,2.5390200000000007,0.9263697240493264,2.381899754508039,2.2499488657385927
[C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring1][#C][C][=N][Ring2][Ring1][=Branch2],CC1=CC=C(CNC(=O)C2CCC(=O)N(C3=CC=C(C)C(C)=C3)C2)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0430>,3.0662600000000015,0.9207433399977852,2.5802836668108373,2.0234330331780885
[C][C][=C][C][=C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][N][=Ring1][Branch2][=C][Ring1][P],CC1=CC=CC(NC(=O)C=2C=CC(=O)N(C)N=2)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0510>,1.3410199999999999,0.865290442365072,1.8474434259919157,2.479008785833445
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring1][C][C][N][Branch1][O][C][=Branch1][C][=O][C][C][C][C][Ring1][Ring2][C][Ring1][O][C][C][Ring1][#C][=O],CC1=CC=CC=C1C(=O)NC2(CCN(C(=O)C3CCC3)C2)CC=O,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F06D0>,2.08502,0.8417391026097998,3.004892935758976,1.2038025772900234
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0890>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],CCCNC(=O)CNC(=O)C1=CC=C(F)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0E40>,1.0816999999999992,0.8061306744566901,1.5397490695655964,2.490904302717854
[C][C][=C][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][Branch1][#C][C][=N][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][Ring1][=C][C][=C][Ring2][Ring1][=Branch1],CC1=CC=C(C(=O)N2CCCC(C3=NOC(C(C)C)=N3)C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0DD0>,3.5212200000000022,0.8696188226869267,2.6309704178576894,1.7171236955769444
[C][C][=C][C][=C][Branch2][Ring1][=C][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch1],CC=C1C=C(CNC(=O)C2CC(=O)N(C)C2C3=CC=C(F)C=C3)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0AC0>,2.9038000000000013,0.9161566818098612,3.62559429216211,0.9551891168871958
[C][C][C][C][C][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],CCC1CCCCC1NC(=O)C2=CC=CC=C2N,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0660>,2.9674000000000005,0.805550665119363,2.677251190445384,1.350502135151431
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][Branch1][O][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][=Ring1][N][C],CC1=CC=CC=C1CNC(=O)C=2C=C(C)N(C=3C=C(C)ON=3)C=2C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0200>,3.628980000000002,0.7973697702775532,2.19089181661918,1.7959570347685858
[C][C][=C][C][=C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][C][C][Branch1][S][C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(C(=O)N2CCC(CC3=CC=C(F)C(F)=C3)CC2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0740>,4.368120000000004,0.8187730735874501,1.8663816727683002,2.2274836951689503
[C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],CCCNC(=O)CNC(=O)C1=CC=C(Cl)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0C10>,1.5959999999999994,0.8385595845105271,1.5321425229207524,2.6606553996318834
[C][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Ring1][=N][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(CNC(=O)C2CCCN(C(=O)N3CCCC3)C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0BA0>,2.5390200000000007,0.9263697240493264,2.381899754508039,2.2499488657385927
[C][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][Branch1][C][F][Branch1][C][F][F][C][Ring1][O][S][Ring2][Ring1][Ring2],CC1=CC=C(CNC(=O)C2CC(=O)N(CC(F)(F)F)C2)S1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0D60>,2.08352,0.92332948552227,2.886779889732095,1.7298675378792554
[C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=N][Ring2][Ring1][Ring1],CC1=CC=C(C(=O)N2CCCC2C3=CC=CC=N3)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0190>,2.7623200000000008,0.8401652316548627,2.5625732429686217,1.6382529153056922
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring1][=C],CC1=CC=CC=C1CNC(=O)C2CC(=O)N(C3=CC=C(C)C(C)=C3)C2,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F07B0>,3.2811600000000016,0.9313513965738096,2.3786138675355613,2.278143115333487
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0B30>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Cl],CCCNC(=O)CNC(=O)C1=CC=C(F)C=C1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0970>,1.7350999999999992,0.8576935255879202,1.7508424275617749,2.5376252003778266
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0A50>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][C][Ring1][=C][O][Ring2][Ring1][Branch2],CC1=CC=CCNC(=O)CC2CCN(C(=O)C=3C=C(C)ON=3)CC2O1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827F0EB0>,1.81022,0.8390035664492553,4.362908330423985,-0.16789049817770874
[C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][N][Ring1][Branch1][C][C][=N][Ring2][Ring1][Ring1],CC1=CC=C(C(=O)N2CCCC2C3=CC=CN3C)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24190>,2.705820000000001,0.8404164043015026,2.6941808096306357,1.5079012118768773
[C][C][=C][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][C][C][C][Branch1][#C][C][=N][O][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][Ring1][=C][C][=C][Ring2][Ring1][=Branch1],CC1=CC=C(C(=O)N2CCCC(C3=NOC(C(C)C)=N3)C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24580>,3.5212200000000022,0.8696188226869267,2.6309704178576894,1.7171236955769444
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(C(=O)N2CCC(C3=NC4=CC=CC=C4S3)CC2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A242E0>,4.624520000000004,0.6837165913431642,1.9110202765174922,1.5075626801983288
[C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=N][C][=C][NH1][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][C],CC1=CC=C(C(=O)N2CCCCC2C3=NC=C[NH1]3)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24890>,3.3939400000000015,0.9180242779104103,2.6585166913515277,1.9316046982005242
[C][C][=C][C][=C][Branch2][Ring1][N][C][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Ring1][=N][C][=C][Ring2][Ring1][#Branch1],CC1=CC=C(CNC(=O)C2CCCN(C(=O)N3CCCC3)C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A240B0>,2.5390200000000007,0.9263697240493264,2.381899754508039,2.2499488657385927
[C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][Ring1][#C][C][=N][Ring2][Ring1][=Branch2],CC1=CC=C(CNC(=O)C2CCC(=O)N(C3=CC=C(C)C(C)=C3)C2)C=N1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A246D0>,3.0662600000000015,0.9207433399977852,2.5802836668108373,2.0234330331780885
[C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][Ring2][Ring1][Ring2],CC1=CC=C(C(=O)N2CCCC2C3=CC=CC=C3C)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24740>,4.280740000000003,0.8031365978405297,2.153928229813067,1.8617547593895818
[C][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][=C][Ring2][Ring1][Branch1],CC1=CC=CC(NC(=O)CNC(=O)C2=CC=C(C)C(C)=C2)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24820>,2.980360000000001,0.9109765765353378,1.6064015412977266,2.9484813413789626
[C][C][=C][C][=C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C][=C][C][=C][O][Ring1][Branch1][C][Ring1][N][C][=C][Ring2][Ring1][Branch1],CC1=CC=C(NC(=O)C2CC(=O)N(CC3=CC=CO3)C2)C=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24C80>,2.5752200000000007,0.9433225680576822,2.397408845688533,2.319203994599878
[C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][=N][C][=C][NH1][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][C],CC1=CC=C(C(=O)N2CCCCC2C3=NC=C[NH1]3)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9853A1820>,3.3939400000000015,0.9180242779104103,2.6585166913515277,1.9316046982005242
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9853A1C10>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
[C][C][=C][C][=C][Branch2][Ring2][C][C][N][C][=Branch1][C][=O][C][C][C][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][O][N][=Ring1][=Branch1][C][C][Ring1][=C][O][Ring2][Ring1][Branch2],CC1=CC=CCNC(=O)CC2CCN(C(=O)C=3C=C(C)ON=3)CC2O1,<rdkit.Chem.rdchem.Mol object at 0x000001C9853A1F90>,1.81022,0.8390035664492553,4.362908330423985,-0.16789049817770874
[C][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][C][C][C][Branch1][C][C][=N][O][C][=Ring1][=Branch1][C][=C][Ring2][Ring1][C],CC1=CC=CC(NC(=O)CCC=2C(C)=NOC=2C)=C1,<rdkit.Chem.rdchem.Mol object at 0x000001C9853A1660>,3.171160000000002,0.9159834162673862,1.8741964036116006,2.7057206777253304
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][N][C][=N][N][=N][Ring1][Branch1][C][=C][Ring1][O],COC1=CC=CC=C1C(C)NC(=O)C2=CC=C(N3C=NN=N3)C=C2,<rdkit.Chem.rdchem.Mol object at 0x000001C9853A15F0>,2.1619,0.7778939996397707,2.4275439016652296,1.4619260965336238
[C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C][C][=C][Ring2][Ring1][#Branch1][C],CC1=CC=C(C(=O)N2CCC(NC(=O)C3=CC=CC=C3)CC2)C=C1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9853A1510>,3.338040000000002,0.9344422726831274,1.7220911061658093,2.9501202572498277
