SMILES,opt_romol,opt_logP,opt_qed,opt_SAS,opt_obj
CC(C)C(=O)NCCNC(=O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806190>,1.8419999999999994,0.800895147594605,1.655911501345134,2.348564236627891
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828067B0>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806B30>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806C10>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806430>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806120>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
CC(C)(C)OC(=O)N1CCC(C(=O)NCc2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828069E0>,3.0890000000000013,0.9226462521735455,1.8549453914026053,2.758285869465122
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806C80>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C982806A50>,2.671940000000001,0.9054565592606842,1.4902926425964456,3.0369901537069754
CC(C)C(=O)Nc1ccc(C(=O)NCC(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806200>,2.573200000000001,0.8942934360166134,1.8272467097600895,2.6442204703229777
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9828064A0>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806BA0>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806EB0>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982806740>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9828060B0>,2.671940000000001,0.9054565592606842,1.4902926425964456,3.0369901537069754
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982011D60>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982011A50>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624740>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
CC(C)(C)OC(=O)N1CCC(C(=O)NCC2CCCO2)C1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624510>,1.5385999999999995,0.8579284308796258,2.835188434659395,1.4544537197387335
Cc1ccc(C(=O)NCCNC(=O)c2ccccc2)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C982624820>,1.7370199999999998,0.5803179042496149,1.6984409750527618,1.2031485461953126
Cc1ccc(C(=O)Nc2cccc(C(N)=O)c2)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001C9826243C0>,2.99962,0.9110770053540319,1.6076690821047244,2.9477159446654353
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624200>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
CC(C)(C)C(=O)NCCC(=O)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624DD0>,2.8309000000000006,0.8920555094191429,1.738235368863883,2.722042178231831
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C9826246D0>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9826244A0>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
Cc1ccc(C(=O)NCCNC(=O)c2ccccc2)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C9826247B0>,1.7370199999999998,0.5803179042496149,1.6984409750527618,1.2031485461953126
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624C80>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
CC(C)CC(=O)N1CCC(NC(=O)c2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624EB0>,2.592600000000001,0.9293001273611388,1.8409758162031498,2.8055248206025443
CC(C)C(C)NC(=O)NCCC(=O)NC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624270>,2.1691000000000003,0.6989284174958041,2.483540264912195,1.0111018225668258
Cc1ccc(C(=O)NCCNC(=O)c2ccccc2)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001C982624F20>,1.7370199999999998,0.5803179042496149,1.6984409750527618,1.2031485461953126
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9826249E0>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624C10>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624430>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C982624CF0>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
CC(C)C(=O)Nc1cccc(C(=O)NCc2ccccc2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001C98281B120>,3.211100000000002,0.8897941567798838,1.541217898129684,2.9077528857697352
Cc1ccc(C(=O)NCC(=O)Nc2cccc(Cl)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C98281B350>,3.3253400000000015,0.9087066983654558,1.617650973832406,2.9258825179948733
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0F90>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cn1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0A50>,3.9491200000000015,0.9051516426008663,1.7145729644534526,2.8111852485508795
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0740>,2.671940000000001,0.9054565592606842,1.4902926425964456,3.0369901537069754
CC(C)CC(=O)N1CCC(NC(=O)c2cccc(Cl)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0BA0>,3.1069000000000013,0.925636059306249,1.8959041894692295,2.732276107062016
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0B30>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2cccc(C)c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0890>,2.980360000000001,0.9109765765353379,1.585643659834929,2.969239222841761
CC(C)C(=O)Nc1ccc(C(=O)NCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0270>,3.211100000000002,0.8897941567798838,1.4951280718269544,2.953842712072465
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E02E0>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E0900>,2.671940000000001,0.9054565592606842,1.4902926425964456,3.0369901537069754
CC(C)CC(=O)N1CCC(NC(=O)c2cccc(Cl)c2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E06D0>,3.1069000000000013,0.925636059306249,1.8959041894692295,2.732276107062016
CC(C)CC(=O)Nc1ccc(C(=O)N2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C9827E00B0>,3.687400000000003,0.9218903433017885,1.7114005284026383,2.8980511881063045
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24890>,2.5026200000000003,0.9069543012613815,1.5535742592848436,2.981197247022064
CC(C)C(=O)Nc1ccc(C(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24C80>,3.533400000000002,0.9008460990899596,1.4327912084373828,3.0714392870124154
Cc1ccc(C(=O)NCC(=O)Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001C985A24190>,2.3635200000000003,0.8939817095950924,1.3787425160392122,3.0911660319362495
